ID_ND;id;isolate;aliases;species;biotype;serotype;SNP_profile;country;continent;region;source;detail_of_isolation;year;month;comments;DOI;bioproject_accession;biosample_accession;run_accession;NCBI_assembly_accession;sender;curator;date_entered;datestamp;references
ND_PM0343;1717;XZCRO013;;C. dublinensis;;Cdub O8;;China;Asia;Jiangsu Province;Spice;;2015;;Serotype predicted by Crotrait WGS analysis;10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-02-10;2023-12-28;
ND_PM0344;1721;XZCRO017;;C. dublinensis;;Cdub O1a;;China;Asia;Hunan Province;Food;;2015;;Original PCR predicted O-serotype (Cdub O1) corrected after Crotrait WGS analysis;10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-02-10;2024-02-28;
ND_PM0345;1748;XZCRO044;;C. dublinensis;;Cdub O1b;;China;Asia;Jiangsu Province;Food ingredient;;2015;;"Dried mushroom; Original PCR predicted O-serotype (Cdub O1) corrected after Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-02-10;2023-12-28;
ND_PM0346;1751;KMB-215;;C. sakazakii;;Csak O2;;Slovakia;Europe;;Clinical;;2016;;KMB-215;;;;;;3;-1;2017-02-21;2024-02-28;
ND_PM0347;1752;KMB-203;;C. sakazakii;;Csak O1;;Slovakia;Europe;;Clinical;;2015;;"KMB-203; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-02-21;2024-02-28;
ND_PM0348;1753;KMB-204;;C. sakazakii;;Csak O2;;Slovakia;Europe;;Clinical;;2015;;"KMB-204; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-02-21;2024-02-28;
ND_PM0349;1754;KMB-205;;C. sakazakii;;Csak O2;;Slovakia;Europe;;Clinical;;2015;;"KMB-205; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-02-21;2024-02-28;
ND_PM0350;1755;KMB-206;;C. sakazakii;;Csak O2;;Slovakia;Europe;;Clinical;;2015;;"KMB-206; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-02-21;2024-02-28;
ND_PM0351;1756;KMB-207;;C. sakazakii;;Csak O2;;Slovakia;Europe;;Clinical;;2015;;"KMB-207; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-02-21;2024-02-28;
ND_PM0352;1757;KMB-208;;C. sakazakii;;Csak O2;;Slovakia;Europe;;Clinical;;2015;;"KMB-208; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-02-21;2024-02-28;
ND_PM0353;1758;KMB-209;;C. sakazakii;;Csak O2;;Slovakia;Europe;;Clinical;;2015;;"KMB-209; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-02-21;2024-02-28;
ND_PM0354;1759;KMB-210;;C. malonaticus;;Cmal O2;;Slovakia;Europe;;Clinical;;2015;;"KMB-210; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-02-21;2024-02-28;
ND_PM0355;1760;KMB-211;;C. malonaticus;;Cmal O2;;Slovakia;Europe;;Clinical;;2015;;"KMB-211; Serotype predicted by Crotrait WGS analysis";10.1007/s10482-017-1008-2;;;;;3;-1;2017-02-21;2024-02-28;
ND_PM0356;1761;KMB-212;;C. sakazakii;;Csak O2;;Slovakia;Europe;;Clinical;;2015;;"KMB-212; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-02-21;2024-02-28;
ND_PM0357;1762;KMB-213;;C. sakazakii;;Csak O2;;Slovakia;Europe;;Clinical;;2015;;"KMB-213; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-02-21;2024-02-28;
ND_PM0358;1763;161007/29;;C. malonaticus;;Cmal O3;;Slovakia;Europe;;Food;;2007;;"Meat product. Parent strain for ID 1580-1584.; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-02-28;2024-02-28;
ND_PM0359;1806;cro864B2-3;;C. malonaticus;;Cmal O1;;China;Asia;;Herb;;;;"Coriander; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-04-05;2024-02-28;
ND_PM0360;1833;KMB-544;;C. sakazakii;;Csak O2;;Slovakia;Europe;;Clinical;;2016;;"Serotype predicted by Crotrait WGS analysis; Sputum";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-04-26;2024-02-28;
ND_PM0361;1834;KMB-601;;C. sakazakii;;Csak O2;;Slovakia;Europe;;Clinical;;2016;;"Serotype predicted by Crotrait WGS analysis; Sputum";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-04-26;2024-02-28;
ND_PM0362;1835;KMB-602;;C. sakazakii;;Csak O2;;Slovakia;Europe;;Clinical;;2016;;"Serotype predicted by Crotrait WGS analysis; Sputum";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-04-26;2024-02-28;
ND_PM0363;1836;KMB-603;;C. sakazakii;;Csak O2;;Slovakia;Europe;;Clinical;;2016;;"Serotype predicted by Crotrait WGS analysis; Sputum";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-04-26;2024-02-28;
ND_PM0364;1837;MOD1-1121-73;;C. sakazakii;;Csak O2;;USA;North America;;Clinical;;1973;;"Serotype predicted by Crotrait WGS analysis; bronchial wash human MCOD00000000";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-04-26;2024-02-28;
ND_PM0365;1838;MOD1-GK1025B;;C. sakazakii;;Csak O2;;Germany;Europe;;Environmental;;;;"MCOE00000000. PIF manufacturing plant. Note this assembly has now been removed and replaced by CP078106-CP078109 which were used for ID 3276. Note the later does not have cpa loci.; Serotype predicted by Crotrait WGS analysis";"10.1016/j.ijfoodmicro.2021.109405; 10.1128/genomeA.01072-16";;SAMN04329637;;;3;-1;2017-04-26;2024-02-28;Chase et al. 2016 Genome Announc 4: 
ND_PM0366;1839;MOD1-Md1g;;C. sakazakii;;Csak O2;;USA;North America;;Insect;;2012;;"Serotype predicted by Crotrait WGS analysis; alimentary canal MSAH00000000";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-04-26;2024-02-28;
ND_PM0367;1840;MOD1-Md33g;;C. sakazakii;;Csak O1;;USA;North America;;Insect;;2012;;"Serotype predicted by Crotrait WGS analysis; alimentary canal Musca domestica MSAI00000000";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-04-26;2023-10-28;
ND_PM0368;1841;MOD1-Md1s;;C. muytjensii;;Cmuyt O4;;USA;North America;;Insect;;2012;;"Serotype predicted by Crotrait WGS analysis; insect surface Musca domestica MSAE00000000";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-04-26;2024-02-28;
ND_PM0369;1842;MOD1-Md25g;;C. malonaticus;;Cmal O2;;USA;North America;;Insect;;2012;;"Serotype predicted by Crotrait WGS analysis; gut Musca domestica MSAC00000000";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-04-26;2024-02-28;
ND_PM0370;1843;MOD1-Md27g;;C. malonaticus;;Cmal O2;;USA;North America;;Insect;;2012;;"Serotype predicted by Crotrait WGS analysis; gut Musca domestica MSAD00000000";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-04-26;2024-02-28;
ND_PM0371;1844;MOD1-Md99g;;C. malonaticus;;Cmal O1;;USA;North America;MD;Insect;;2012;;"Serotype predicted by Crotrait WGS analysis; alimentary canal Musca domestica MSAF00000000";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-04-26;2024-02-28;
ND_PM0372;1845;MOD1-Sh41s;;C. turicensis;;;;USA;North America;;Insect;;2015;;Sarcophaga haemorrhoidalis insect surface MSAG01000000;;;;;;3;-1;2017-04-28;2024-02-28;
ND_PM0373;1856;cro965W;;C. dublinensis;;Cdub O8;;China;Asia;;Vegetable;;2012;;Serotype predicted by Crotrait WGS analysis;10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-05-06;2023-12-28;
ND_PM0374;1871;cro914C1;;C. dublinensis;;Cdub O1b;;China;Asia;;Herb;;2012;;"Coriander; Original PCR predicted O-serotype (Cdub O1) corrected after Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-05-13;2024-02-28;
ND_PM0375;1873;cro1014W;;C. dublinensis;;Cdub O2;;China;Asia;;Herb;;2012;;Coriander;;;;;;3;-1;2017-05-13;2023-12-28;
ND_PM0376;1896;s37;;C. condimenti;;Ccond O1;;Poland;Europe;;Vegetable;;2017;;"Serotype predicted by Crotrait WGS analysis; Small radish sprouts http://dx.doi.org/10.1016/j.fm.2017.03.005";10.1016/j.ijfoodmicro.2021.109405;;;;;3;3;2017-06-16;2021-09-27;Berthold-Pluta et al. 2017 Food Microbiol 65:221-230
ND_PM0377;1897;M30;;C. sakazakii;;Csak O1;;Malaysia;Asia;;Water;;2011;;"Serotype predicted by Crotrait WGS analysis; Ulu Slim hot spring";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2023-10-28;
ND_PM0378;1898;MOD1_Comp15;;C. sakazakii;;Csak O7;;USA;North America;MD;Environmental;;2014;;"Compliance activity; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2023-10-28;
ND_PM0379;1899;MOD1_Comp47;;C. sakazakii;;Csak O7;;USA;North America;MD;Environmental;;2014;;"Compliance activity; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2023-10-28;
ND_PM0380;1900;MOD1_GK1262;;C. sakazakii;;Csak O7;PDS000017269.3;Germany;Europe;;Environmental;;2014;;"PIF facility; Serotype predicted by Crotrait WGS analysis. Same SNP as 4083, 3085, 3086, 1900, 1902, 1903";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0381;1901;MOD1_GK792.3;;C. sakazakii;;Csak O7;;Germany;Europe;;Environmental;;2014;;"PIF facility; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2023-10-28;
ND_PM0382;1902;MOD1_GK794;;C. sakazakii;;Csak O7;PDS000017269.3;Germany;Europe;;Environmental;;2014;;"PIF facility; Serotype predicted by Crotrait WGS analysis. Same SNP as 4083, 3085, 3086, 1900, 1902, 1903";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0383;1903;MOD1_GK799;;C. sakazakii;;Csak O7;PDS000017269.3;Germany;Europe;;Environmental;;2014;;"PIF facility; Serotype predicted by Crotrait WGS analysis. Same SNP as 4083, 3085, 3086, 1900, 1902, 1903.";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0384;1904;MOD1_GK800;;C. sakazakii;;Csak O7;;Germany;Europe;;Environmental;;2014;;"PIF facility; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2023-10-28;
ND_PM0385;1905;MOD1-254N;;C. sakazakii;;Csak O1;;Ireland;Europe;;Clinical;;;;Serotype predicted by Crotrait WGS analysis;10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2023-10-28;
ND_PM0386;1906;MOD1-32B1C;;C. sakazakii;;Csak O2;;Switzerland;Europe;;Environmental;;2012;;"PIF production facility environment; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0387;1907;MOD1-33SS8;;C. sakazakii;;Csak O2;;Switzerland;Europe;;Environmental;;2012;;"PIF production facility environment; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0388;1908;MOD1-35SS5;;C. sakazakii;;Csak O2;;Switzerland;Europe;;Environmental;;2012;;"PIF production facility environment; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0389;1909;MOD1-A31;;C. sakazakii;;Csak O7;PDS000017270.7;Switzerland;Europe;;Environmental;;2012;;"PIF production facility environment; Serotype predicted by Crotrait WGS analysis. There are a further 18 strains with this SNP profile.";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2023-10-28;Chase et al. 2017 Front Microbiol 8:1136
ND_PM0390;1910;MOD1-A31815;;C. sakazakii;;Csak O2;;Switzerland;Europe;;Environmental;;2012;;"PIF production facility environment; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0391;1911;MOD1-Anth48g;;C. sakazakii;;Csak O1;;USA;North America;MD;Environmental;;2012;;"Alimentary canal; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2023-10-28;
ND_PM0392;1912;MOD1-E654;;C. sakazakii;;Csak O1;;Ireland;Europe;;Clinical;;;;Serotype predicted by Crotrait WGS analysis;10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2023-10-28;
ND_PM0393;1913;MOD1-H1191;;C. sakazakii;;Csak O7;;Switzerland;Europe;;Environmental;;2012;;"PIF Production Facility Environment; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2023-10-28;Chase et al. 2017 Front Microbiol 8:1136
ND_PM0394;1914;MOD1-H2395;;C. sakazakii;;Csak O2;;Switzerland;Europe;;Environmental;;2011;;"PIF Production Facility Environment; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0395;1915;MOD1-H2397;;C. sakazakii;;Csak O7;PDS000017270.7;Switzerland;Europe;;Environmental;;2011;;"PIF Production Facility Environment; Serotype predicted by Crotrait WGS analysis. There are a further 18 strains with this SNP profile";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2023-10-28;Chase et al. 2017 Front Microbiol 8:1136
ND_PM0396;1916;MOD1-H2399;;C. sakazakii;;Csak O7;;Switzerland;Europe;;Environmental;;2011;;"PIF Production Facility Environment; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2023-10-28;Chase et al. 2017 Front Microbiol 8:1136
ND_PM0397;1917;MOD1-H269;;C. sakazakii;;Csak O2;;Switzerland;Europe;;Infant formula;;2011;;"PIF Control; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0398;1918;MOD1-H322;;C. sakazakii;;Csak O7;PDS000017270.7;Switzerland;Europe;;Environmental;;2011;;"PIF Production Facility Environment; Serotype predicted by Crotrait WGS analysis. There are a further 18 isolates with this SNP profile.";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2023-10-28;Chase et al. 2017 Front Microbiol 8:1136
ND_PM0399;1919;MOD1-H482;;C. sakazakii;;Csak O2;;Switzerland;Europe;;Infant formula;;2011;;"PIF Control; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0400;1920;MOD1-H951;;C. sakazakii;;Csak O2;;Switzerland;Europe;;Infant formula;;2011;;"PIF Control; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0401;1921;MOD1-Lc10g;;C. sakazakii;;Csak O3;;USA;North America;MD;Insect;;2012;;"Lucilia cuprina alimentary canal; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0402;1922;MOD1-Lc10s;;C. sakazakii;;Csak O3;;USA;North America;MD;Insect;;2012;;"Lucilia cuprina surface; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0403;1923;MOD1-Ls15g;;C. sakazakii;;Csak O1;;USA;North America;MD;Insect;;2012;;"Lucilia sericata alimentary canal; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2023-06-28;
ND_PM0404;1924;MOD1-Md33s;;C. sakazakii;;Csak O1;;USA;North America;MD;Insect;;2012;;"Musca domestica; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2023-10-28;
ND_PM0405;1925;MOD1-Md35s;;C. sakazakii;;Csak O1;;USA;North America;MD;Insect;;2012;;"Musca domestica; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2023-10-28;
ND_PM0406;1926;MOD1-Md40g;;C. sakazakii;;Csak O1;;USA;North America;MD;Insect;;2012;;"Musca domestica; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2023-10-28;
ND_PM0407;1927;MOD1-Md5g;;C. sakazakii;;Csak O2;;USA;North America;MD;Insect;;2012;;"Musca domestica; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0408;1928;MOD1-Md5s;;C. sakazakii;;Csak O3;;USA;North America;MD;Insect;;2012;;"Musca domestica; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0409;1929;MOD1-Md6g;;C. sakazakii;;Csak O3;;USA;North America;MD;Insect;;2012;;"Musca domestica; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0410;1930;MOD1-Md70g;;C. sakazakii;;Csak O2;;USA;North America;MD;Insect;;2012;;"Musca domestica; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0411;1931;MOD1-S1765;;C. sakazakii;;Csak O2;;Switzerland;Europe;;Infant formula;;2012;;"PIF product; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0412;1932;MOD1-Sh41g;;C. turicensis;;Ctur O7;;USA;North America;MD;Insect;;2012;;"Sarcophaga haemorrhoidalis; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0413;1933;MOD1-SK1180;;C. sakazakii;;Csak O2;;Switzerland;Europe;;Environmental;;2011;;"PIF production facility environment; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0414;1934;MOD1-SP4;;C. sakazakii;;Csak O3;;Switzerland;Europe;;Environmental;;2011;;"PIF production facility environment; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0415;1935;cro2811A3-1;;C. sakazakii;;;;China;Asia;Changsha;Ready to eat food;;2015;;deli meat samples;;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0416;1936;cro1509B2;;C. sakazakii;;;;China;Asia;Guangzhou;Ready to eat food;;2013;;fried rice or noodles samples;;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0417;1937;cro360W;;C. sakazakii;;;;China;Asia;Zhanjiang;Ready to eat food;;2012;;cold noodles in sauce samples;;;;;;3;-1;2017-06-28;2023-10-28;
ND_PM0418;1938;cro360A2;;C. sakazakii;;;;China;Asia;Zhanjiang;Ready to eat food;;2012;;cold noodles in sauce samples;;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0419;1939;cro810A3;;C. sakazakii;;;;China;Asia;Nanchang;Ready to eat food;;2012;;cold noodles in sauce samples;;;;;;3;-1;2017-06-28;2023-08-28;
ND_PM0420;1940;cro711B3;;C. sakazakii;;;;China;Asia;Fuzhou;Ready to eat food;;2012;;deli meat samples;;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0421;1941;cro910W;;C. sakazakii;;;;China;Asia;Nanchang;Ready to eat food;;2012;;cold noodles in sauce samples;;;;;;3;-1;2017-06-28;2023-10-28;
ND_PM0422;1942;cro560W;;C. sakazakii;;;;China;Asia;Sanya;Ready to eat food;;2012;;cold noodles in sauce samples;;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0423;1943;cro909W;;C. sakazakii;;;;China;Asia;Nanchang;Ready to eat food;;2012;;cold vegetables in sauce dishes samples;;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0424;1944;cro1611A1-1;;C. sakazakii;;;;China;Asia;Guangzhou;Ready to eat food;;2013;;deli meat samples;;;;;;3;-1;2017-06-28;2023-10-28;
ND_PM0425;1945;cro1537W;;C. sakazakii;;;;China;Asia;Guangzhou;Ready to eat food;;2013;;deli meat samples;;;;;;3;-1;2017-06-28;2023-10-28;
ND_PM0426;1946;cro1160W;;C. sakazakii;;;;China;Asia;Harbin;Ready to eat food;;2012;;cold noodles in sauce samples;;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0427;1947;cro1212W;;C. sakazakii;;;;China;Asia;Xi'an;Ready to eat food;;2012;;cold noodles in sauce samples;;;;;;3;-1;2017-06-28;2023-10-28;
ND_PM0428;1948;cro911C2-2;;C. sakazakii;;Csak O1;;China;Asia;Nanchang;Ready to eat food;;2012;;"Serotype predicted by Crotrait WGS analysis; deli meat samples";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-06-28;2023-10-28;
ND_PM0429;1949;cro2810A3;;C. sakazakii;;;;China;Asia;Changsha;Ready to eat food;;2015;;cold noodles in sauce samples;;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0430;1950;cro2819A3;;C. sakazakii;;;;China;Asia;Changsha;Ready to eat food;;2015;;mushroom;;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0431;1951;cro1609A1-1;;C. sakazakii;;;;China;Asia;Guangzhou;Ready to eat food;;2013;;cold vegetables in sauce dishes samples;;;;;;3;-1;2017-06-28;2024-02-28;
ND_PM0432;1952;CS-1;;C. sakazakii;;Csak O2;;USA;North America;;Food ingredient;;2005;;"Serotype predicted by Crotrait WGS analysis; whey protein powder";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-07-06;2023-12-28;
ND_PM0433;1953;CS-2;;C. sakazakii;;Csak O2;;The Netherlands;Europe;;Infant formula;;2005;;Serotype predicted by Crotrait WGS analysis;10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-07-06;2023-12-28;
ND_PM0434;1954;CS-4;;C. sakazakii;;Csak O2;;Poland;Europe;;Food ingredient;;2005;;"Serotype predicted by Crotrait WGS analysis; Unsalted whey protein powder";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-07-24;2023-12-28;
ND_PM0435;1955;CS-5;;C. sakazakii;;Csak O7;;Poland;Europe;;Food ingredient;;2005;;"Serotype predicted by Crotrait WGS analysis; Unsalted whey protein powder";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-07-24;2023-12-28;
ND_PM0436;1956;CS-6;;C. sakazakii;;Csak O2;;New Zealand;Oceania;;Infant formula;;2005;;Serotype predicted by Crotrait WGS analysis;10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-07-06;2023-12-28;
ND_PM0437;1957;CS-8;;C. sakazakii;;Csak O2;;New Zealand;Oceania;;Infant formula;;2005;;Serotype predicted by Crotrait WGS analysis;10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-07-06;2023-12-28;
ND_PM0438;1958;CS-9;;C. sakazakii;;Csak O2;;New Zealand;Oceania;;Food ingredient;;2005;;"Serotype predicted by Crotrait WGS analysis; whey protein concentrate";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-07-06;2023-12-28;
ND_PM0439;1959;CS-10;;C. sakazakii;;Csak O7;;Poland;Europe;;;;2005;;Serotype predicted by Crotrait WGS analysis;10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-07-24;2023-12-28;
ND_PM0440;1960;CS-13;;C. sakazakii;;Csak O2;;USA;North America;;Food ingredient;;2005;;"Serotype predicted by Crotrait WGS analysis; Whey protein powder. This entry may be duplicate of 4008 from SRA which has the same SNP as 4008,4009,4010,4011 & 3744.";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-07-24;2024-02-28;
ND_PM0441;1961;CS-14;;C. sakazakii;;Csak O2;;USA;North America;;Milk powder;;2005;;"Serotype predicted by Crotrait WGS analysis; Skimmed milk powder";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-07-24;2023-12-28;
ND_PM0442;1962;CS-15;;C. sakazakii;;Csak O2;;USA;North America;;;;2005;;Serotype predicted by Crotrait WGS analysis. This entry may be duplicate of 4009 from SRA which has the same SNP as 4008,4009,4010,4011 & 3744.;10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-07-24;2024-02-28;
ND_PM0443;1963;CS-17;;C. sakazakii;;Csak O2;;Australia;Oceania;;Food ingredient;;2005;;"Concentrated whey protein; Serotype predicted by Crotrait WGS analysis";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-07-24;2023-12-28;
ND_PM0444;1964;CS-18;;C. sakazakii;;Csak O2;;New Zealand;Oceania;;Milk powder;;2005;;"Serotype predicted by Crotrait WGS analysis; skimmed milk powder";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-07-06;2023-12-28;
ND_PM0445;1965;CS-19;;C. sakazakii;;Csak O2;;New Zealand;Oceania;;Milk powder;;2005;;"Serotype predicted by Crotrait WGS analysis; skimmed milk powder";10.1016/j.ijfoodmicro.2021.109405;;;;;3;-1;2017-07-06;2023-12-28;
