ID_ND	Database	PubMLST_id	NCBI_assembly_accession	Species	Isolate Name	Aliases	Country	Continent	Region	Source	Year	Source_harmonized
ND_PM1160	PubMLST	3631	GCA_022917455.1	Cronobacter sakazakii	FDA1185607-S001-003	CFSAN121556; SRS12451148	USA	North America	TN	Infant formula	2022	Food and Food Ingredients
ND_PM1161	PubMLST	3632	GCA_022917495.1	Cronobacter sakazakii	FDA1185607-S001-001	CFSAN121554; SRS12451147	USA	North America	TN	Infant formula	2022	Food and Food Ingredients
ND_PM1162	PubMLST	3633	GCA_022917555.1	Cronobacter sakazakii	FDA1185607-S001-002	CFSAN121555; SRS12451146	USA	North America	TN	Infant formula	2022	Food and Food Ingredients
ND_PM1163	PubMLST	3634	GCA_023239085.1	Cronobacter sakazakii	K5-TG1-3	SRS12855833	USA	North America	NY	Food	2022	Food and Food Ingredients
ND_PM1164	PubMLST	3635	GCA_023231675.1	Cronobacter sakazakii	K5-VR1-2	SRS12855836	USA	North America	NY	Food	2022	Food and Food Ingredients
ND_PM1165	PubMLST	3636	GCA_023239105.1	Cronobacter sakazakii	K5-TG1-1	SRS12855834	USA	North America	USA:NY	Food	2022	Food and Food Ingredients
ND_PM1166	PubMLST	3637	GCA_024256945.1	Cronobacter sakazakii	W516119	CFSAN125197; SRS13794454	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1167	PubMLST	3638	GCA_024148685.1	Cronobacter sakazakii	2021EL-1052c	SRS13709046	USA	North America	NA	Powdered infant formula	2021	Food and Food Ingredients
ND_PM1168	PubMLST	3639	GCA_024132175.1	Cronobacter sakazakii	CFSAN019560	SRS726833	USA	North America	WI	Environmental	2014	Environmental Samples
ND_PM1169	PubMLST	3652	GCA_024612355.1	Cronobacter sakazakii	CFSAN125524	SRS14440451	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1170	PubMLST	3653	GCA_024603055.1	Cronobacter sakazakii	CFSAN125522	SRS14440452	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1171	PubMLST	3654	GCA_024732025.1	Cronobacter sakazakii	CFSAN125525	SRS14440453	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1172	PubMLST	3655	GCA_024731945.1	Cronobacter sakazakii	CFSAN125527	SRS14440456	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1173	PubMLST	3656	GCA_024602975.1	Cronobacter sakazakii	CFSAN125526	SRS14440454	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1174	PubMLST	3657	GCA_024731965.1	Cronobacter sakazakii	CFSAN125523	SRS14440455	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1175	PubMLST	3658	GCA_024603115.1	Cronobacter sakazakii	CFSAN125528	SRS14440457	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1176	PubMLST	3659	GCA_024614265.1	Cronobacter sakazakii	2022N-4025	SRS14593035	USA	North America	USA	Clinical	2022	Clinical and Medical Samples
ND_PM1177	PubMLST	3660	NA	Cronobacter sakazakii	CFSAN126157	SRS14779410	USA	North America	WI	Food	2022	Food and Food Ingredients
ND_PM1178	PubMLST	3661	NA	Cronobacter sakazakii	CFSAN126155	SRS14810693	USA	North America	WI	Food	2022	Food and Food Ingredients
ND_PM1179	PubMLST	3662	NA	Cronobacter sakazakii	CFSAN126156	SRS14811790	USA	North America	WI	Food	2022	Food and Food Ingredients
ND_PM1180	PubMLST	3664	NA	Other	Eh-510176	NA	Chile	South America	NA	Powdered infant formula	Unknown	Food and Food Ingredients
ND_PM1181	PubMLST	3665	NA	Other	Ec-510181	NA	Chile	South America	NA	Powdered infant formula	Unknown	Food and Food Ingredients
ND_PM1182	PubMLST	3666	NA	Other	Eh-510375	NA	Chile	South America	NA	Powdered infant formula	Unknown	Food and Food Ingredients
ND_PM1183	PubMLST	3667	NA	Other	Eh-510376	NA	Chile	South America	NA	Powdered infant formula	Unknown	Food and Food Ingredients
ND_PM1184	PubMLST	3668	NA	Other	Ec-510428	NA	Chile	South America	NA	Powdered infant formula	Unknown	Food and Food Ingredients
ND_PM1185	PubMLST	3669	NA	Other	Fh-510439	NA	Chile	South America	NA	Powdered infant formula	Unknown	Food and Food Ingredients
ND_PM1186	PubMLST	3670	NA	Other	Fh-510440	NA	Chile	South America	NA	Powdered infant formula	Unknown	Food and Food Ingredients
ND_PM1187	PubMLST	3671	GCA_024814235.1	Cronobacter sakazakii	FDA1198263-S001-003	CFSAN125538; SRS14865887	USA	North America	MI	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1188	PubMLST	3672	GCA_024818635.1	Cronobacter sakazakii	CFSAN126158	SRS14938864	USA	North America	MI	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1189	PubMLST	3673	GCA_024819075.1	Cronobacter sakazakii	CFSAN126160	SRS14865735	USA	North America	MI	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1190	PubMLST	3674	GCA_024815495.1	Cronobacter sakazakii	FDA1198263-S001-002	CFSAN125545; SRS14865889	USA	North America	MI	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1191	PubMLST	3675	GCA_024815475.1	Cronobacter sakazakii	FDA1198263-S001-004	CFSAN125539; SRS14865890	USA	North America	MI	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1192	PubMLST	3676	GCA_024866985.1	Cronobacter sakazakii	CFSAN126162	SRS14947574	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1193	PubMLST	3677	GCA_024856165.1	Cronobacter sakazakii	CFSAN126161	SRS14947575	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1194	PubMLST	3678	GCA_024860465.1	Cronobacter sakazakii	CFSAN126164	SRS14947528	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1195	PubMLST	3679	GCA_024871145.1	Cronobacter sakazakii	CFSAN126159	SRS14865734	USA	North America	MI	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1196	PubMLST	3680	GCA_024933825.1	Cronobacter sakazakii	CFSAN126163	SRS14947529	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1197	PubMLST	3681	GCA_024931745.1	Cronobacter sakazakii	FDA1198966-S001-001	CFSAN126149; SRS14966508	USA	North America	MI	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1198	PubMLST	3682	GCA_025098185.1	Cronobacter sakazakii	CFSAN126464	SRS15022194	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1199	PubMLST	3683	GCA_025103325.1	Cronobacter sakazakii	CFSAN126466	SRS15022195	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1200	PubMLST	3695	NA	Cronobacter sakazakii	4530	NA	Czech Republic	Europe	NA	Food ingredient	2015	Food and Food Ingredients
ND_PM1201	PubMLST	3696	NA	Cronobacter dublinensis	5571	NA	Czech Republic	Europe	NA	Food ingredient	2015	Food and Food Ingredients
ND_PM1202	PubMLST	3697	NA	Cronobacter sakazakii	42481	NA	Czech Republic	Europe	NA	Animal	2015	Animal and Biological Sources
ND_PM1203	PubMLST	3698	GCA_025369475.1	Cronobacter sakazakii	CFSAN126753	SRS15195673	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1204	PubMLST	3699	GCA_025368955.1	Cronobacter sakazakii	CFSAN126752	SRS15195670	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1205	PubMLST	3702	GCA_025200595.1	Cronobacter sakazakii	USMARC-54664	NA	USA	North America	Kansas	Food	2022	Food and Food Ingredients
ND_PM1206	PubMLST	3703	GCA_025345525.1	Cronobacter sakazakii	Crono-589	NA	China	Asia	NA	Food	2022	Food and Food Ingredients
ND_PM1207	PubMLST	3704	GCA_025345545.1	Cronobacter sakazakii	Crono-684	NA	China	Asia	NA	Food	2022	Food and Food Ingredients
ND_PM1208	PubMLST	3706	NA	Cronobacter sakazakii	TJCR0001	TJ01	China	Asia	Tianjing	Powdered infant formula	2008	Food and Food Ingredients
ND_PM1209	PubMLST	3707	GCA_028577235.1	Cronobacter sakazakii	LNCR0002	LN02	China	Asia	Liaoning	Powdered infant formula	2006	Food and Food Ingredients
ND_PM1210	PubMLST	3708	GCA_028576595.1	Cronobacter sakazakii	BJCR0012	BJ12	China	Asia	Beijing	Powdered infant formula	2007	Food and Food Ingredients
ND_PM1211	PubMLST	3709	GCA_025630735.1	Cronobacter sakazakii	G5	SRS15318907	Saudi Arabia	Asia	NA	Environmental	2022	Environmental Samples
ND_PM1212	PubMLST	3711	GCA_025763715.1	Cronobacter sakazakii	FDA 1198984-S001-001	CFSAN126152; SRS15476999	USA	North America	MI	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1213	PubMLST	3712	GCA_025692425.1	Cronobacter sakazakii	CFSAN127643	SRS15402143	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1214	PubMLST	3713	GCA_025857155.1	Cronobacter sakazakii	CFSAN127952	SRS15522255	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1215	PubMLST	3714	GCA_025809895.1	Cronobacter sakazakii	CFSAN127953	SRS15503428	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1216	PubMLST	3715	GCA_025809975.1	Cronobacter sakazakii	CFSAN127954	SRS15503424	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1217	PubMLST	3716	GCA_025810215.1	Cronobacter sakazakii	CFSAN127955	SRS15503411	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1218	PubMLST	3717	GCA_025810515.1	Cronobacter sakazakii	CFSAN127951	SRS15503348	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1219	PubMLST	3719	GCA_025904945.1	Cronobacter sakazakii	2022N-4029	SRS15570403	USA	North America	NA	Clinical	2022	Clinical and Medical Samples
ND_PM1220	PubMLST	3744	GCA_026584305.1	Cronobacter sakazakii	2022N-4033	SRS15933741	USA	North America	NA	Clinical	2022	Clinical and Medical Samples
ND_PM1221	PubMLST	3745	GCA_026103415.1	Cronobacter sakazakii	CFSAN128232	SRS15708217	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1222	PubMLST	3746	GCA_026099255.1	Cronobacter sakazakii	CFSAN128231	SRS15705319	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1223	PubMLST	3747	GCA_026106415.1	Cronobacter sakazakii	CFSAN128233	SRS15705325	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1224	PubMLST	3748	GCA_026097235.1	Cronobacter sakazakii	CFSAN128230	SRS15705414	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1225	PubMLST	3751	GCA_026180285.1	Cronobacter sakazakii	FDA1206737-S001-001	CFSAN128418; SRS15755664	USA	North America	MI	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1226	PubMLST	3752	GCA_026609995.1	Cronobacter dublinensis	FDA1207441-S001-001	CFSAN128429; SRS15945175	USA	North America	MI	Powdered infant formula	2022	Food and Food Ingredients
ND_PM1227	PubMLST	3753	GCA_026097255.1	Cronobacter sakazakii	CFSAN128235	SRS15705412	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1228	PubMLST	3754	GCA_026105815.1	Cronobacter sakazakii	CFSAN128236	SRS15705576	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1229	PubMLST	3755	GCA_026103495.1	Cronobacter sakazakii	CFSAN128237	SRS15708212	USA	North America	MI	Environmental	2022	Environmental Samples
ND_PM1230	PubMLST	3756	GCA_026759775.1	Cronobacter sakazakii	2014N-4038	SRS16007251	USA	North America	NA	Clinical	2014	Clinical and Medical Samples
ND_PM1231	PubMLST	3757	GCA_002977775.1	Cronobacter sakazakii	466G	NA	China	Asia	Guongzhou	Food	2007	Food and Food Ingredients
ND_PM1232	PubMLST	3758	GCA_002107775.1	Cronobacter sakazakii	MOD1-cr1	SRS3436324 CFSAN062795	USA	North America	TX	Clinical	2010	Clinical and Medical Samples
ND_PM1233	PubMLST	3759	GCA_002107815.1	Cronobacter sakazakii	MOD1-cr2	CFSAN062799; SRS3436327	USA	North America	TX	Clinical	2010	Clinical and Medical Samples
ND_PM1234	PubMLST	3760	GCA_002975035.1	Cronobacter sakazakii	MOD1_LR712	CFSAN076408; SRS3356013	USA	North America	IL	Food	2004	Food and Food Ingredients
ND_PM1235	PubMLST	3762	GCA_022607585.1	Cronobacter sakazakii	wls2212	G2726	India	Asia	NA	Milk powder	2018	Food and Food Ingredients
ND_PM1236	PubMLST	3763	GCA_002976755.1	Cronobacter sakazakii	cro7_Sph	NA	China	Asia	NA	Food	2011	Food and Food Ingredients
ND_PM1237	PubMLST	3764	GCA_028576775.1	Cronobacter sakazakii	BJCR0016	NA	China	Asia	Beijing	Feces	2013	Clinical and Medical Samples
ND_PM1238	PubMLST	3765	GCA_028577175.1	Cronobacter sakazakii	CQCR0003	NA	China	Asia	Chongqing	Powdered infant formula	2012	Food and Food Ingredients
ND_PM1239	PubMLST	3766	GCA_028577195.1	Cronobacter sakazakii	CQCR0005	NA	China	Asia	Chongqing	Noodles	2012	Food and Food Ingredients
ND_PM1240	PubMLST	3767	GCA_028582935.1	Cronobacter sakazakii	HACR0004	NA	China	Asia	Zhenzhou	Powdered infant formula	2012	Food and Food Ingredients
ND_PM1241	PubMLST	3768	GCA_028578075.1	Cronobacter sakazakii	HECR0041	NA	China	Asia	Shijiazhuang	Powdered infant formula	2012	Food and Food Ingredients
ND_PM1242	PubMLST	3769	GCA_028582955.1	Cronobacter sakazakii	HECR0070	NA	China	Asia	Shijiazhuang	Noodles	2017	Food and Food Ingredients
ND_PM1243	PubMLST	3770	GCA_028576695.1	Cronobacter sakazakii	SCCR0004	NA	China	Asia	Chengdu	Infant food	2010	Food and Food Ingredients
ND_PM1244	PubMLST	3771	NA	Cronobacter sakazakii	SCCR0012	NA	China	Asia	Chengdu	Powdered infant formula	2010	Food and Food Ingredients
ND_PM1245	PubMLST	3772	GCA_028576715.1	Cronobacter sakazakii	SCCR0015	NA	China	Asia	Chengdu	Powdered infant formula	2011	Food and Food Ingredients
ND_PM1246	PubMLST	3773	GCA_028577475.1	Cronobacter sakazakii	SCCR0016	NA	China	Asia	Chengdu	Powdered infant formula	2011	Food and Food Ingredients
ND_PM1247	PubMLST	3774	NA	Cronobacter sakazakii	SDCR0035	NA	China	Asia	Jinan	Spices	2010	Food and Food Ingredients
ND_PM1248	PubMLST	3775	GCA_028577215.1	Cronobacter sakazakii	SHCR0024	NA	China	Asia	Shanghai	Feces	2013	Clinical and Medical Samples
ND_PM1249	PubMLST	3776	NA	Cronobacter sakazakii	SZCR0002	NA	China	Asia	Shenzhen	Rice noodles for infants	2012	Food and Food Ingredients
ND_PM1250	PubMLST	3777	GCA_028577535.1	Cronobacter sakazakii	XJCR0003	NA	China	Asia	Urumqi	Powdered infant formula	2012	Food and Food Ingredients
ND_PM1251	PubMLST	3778	GCA_002107715.1	Cronobacter sakazakii	MOD1-LR713	CFSAN062791; SRS3355979	USA	North America	NA	Environmental	2017	Environmental Samples
ND_PM1252	PubMLST	3779	GCA_027277245.1	Cronobacter sakazakii	H200	NA	Switzerland	Europe	Zurich	Milk powder	2017	Food and Food Ingredients
ND_PM1253	PubMLST	3780	GCA_027277225.1	Cronobacter sakazakii	H2660	NA	Switzerland	Europe	Zurich	Milk powder	2017	Food and Food Ingredients
ND_PM1254	PubMLST	3781	GCA_002102535.1	Cronobacter sakazakii	MOD1-cr14	CFSAN062794; SRS3436322	USA	North America	MO	Clinical	2011	Clinical and Medical Samples
ND_PM1255	PubMLST	3782	GCA_002107755.1	Cronobacter sakazakii	MOD1-cr13	SRS3436323 CFSAN062792	USA	North America	MO	Water	2011	Food and Food Ingredients
ND_PM1256	PubMLST	3783	GCA_002107765.1	Cronobacter sakazakii	MOD1-J148	CFSAN062796	Jordan	Asia	NA	Food ingredient	2017	Food and Food Ingredients
ND_PM1257	PubMLST	3784	GCA_002107855.1	Cronobacter sakazakii	MOD1-cr4	SRS3465792 CFSAN062800	USA	North America	IN	Environmental	2010	Environmental Samples
ND_PM1258	PubMLST	3785	GCA_002107865.1	Cronobacter sakazakii	MOD1-2151	CFSAN062797	USA	North America	NA	Clinical	2003	Clinical and Medical Samples
ND_PM1259	PubMLST	3786	GCA_002107895.1	Cronobacter sakazakii	MOD1-cr10	SRS3436319 CFSAN062793	USA	North America	MO	Powdered infant formula	2011	Food and Food Ingredients
ND_PM1260	PubMLST	3787	GCA_002107915.1	Cronobacter sakazakii	MOD1-cr5	SRS3436326 CFSAN062798	USA	North America	OH	Clinical	2011	Clinical and Medical Samples
ND_PM1261	PubMLST	3788	GCA_002532485.1	Cronobacter sakazakii	MOD1-Jor154	SRS3333242 CFSAN064843	Jordan	Asia	NA	Food	2008	Food and Food Ingredients
ND_PM1262	PubMLST	3789	GCA_002942205.1	Cronobacter sakazakii	MOD1-LR632	SRS3355823 CFSAN075410	USA	North America	IL	Environmental	2005	Environmental Samples
ND_PM1263	PubMLST	3790	GCA_002942225.1	Cronobacter sakazakii	MOD1-631	SRS3355824 CFSAN075407	USA	North America	IL	Food	2005	Food and Food Ingredients
ND_PM1264	PubMLST	3791	GCA_002974795.1	Cronobacter sakazakii	MOD1_LR706	CFSAN076406; SRS3355980	USA	North America	IL	Food ingredient	2004	Food and Food Ingredients
ND_PM1265	PubMLST	3792	GCA_002975095.1	Cronobacter sakazakii	MOD1_LR751	CFSAN076416; SRS3356003	USA	North America	IL	Food ingredient	2004	Food and Food Ingredients
ND_PM1266	PubMLST	3793	GCA_002976795.1	Cronobacter sakazakii	cro59	NA	China	Asia	NA	Food	2011	Food and Food Ingredients
ND_PM1267	PubMLST	3794	GCA_002977195.1	Cronobacter sakazakii	cro864W	NA	China	Asia	NA	Food	2012	Food and Food Ingredients
ND_PM1268	PubMLST	3795	GCA_002977495.1	Cronobacter sakazakii	7G	NA	China	Asia	NA	Food	2007	Food and Food Ingredients
ND_PM1269	PubMLST	3796	GCA_002977685.1	Cronobacter sakazakii	470G	NA	China	Asia	NA	Food	2007	Food and Food Ingredients
ND_PM1270	PubMLST	3797	GCA_002977715.1	Cronobacter sakazakii	469G	NA	China	Asia	NA	Food	2007	Food and Food Ingredients
ND_PM1271	PubMLST	3798	GCA_002977735.1	Cronobacter sakazakii	468G	NA	China	Asia	NA	Food	2007	Food and Food Ingredients
ND_PM1272	PubMLST	3799	GCA_002977785.1	Cronobacter sakazakii	458G	NA	China	Asia	NA	Food	2007	Food and Food Ingredients
ND_PM1273	PubMLST	3800	GCA_002977985.1	Cronobacter sakazakii	cro2811W	NA	China	Asia	NA	Food	2015	Food and Food Ingredients
ND_PM1274	PubMLST	3801	GCA_002977995.1	Cronobacter sakazakii	cro392B1	NA	China	Asia	NA	Food	2012	Food and Food Ingredients
ND_PM1275	PubMLST	3802	GCA_002978055.1	Cronobacter sakazakii	cro1511C1	NA	China	Asia	NA	Food	2013	Food and Food Ingredients
ND_PM1276	PubMLST	3803	GCA_002993205.1	Cronobacter sakazakii	MOD1_LR745	CFSAN076414; SRS3356005	USA	North America	IL	Food	2004	Food and Food Ingredients
ND_PM1277	PubMLST	3804	GCA_003177155.1	Cronobacter sakazakii	MOD1_LR705	CFSAN: CFSAN076405; SRS3355983	USA	North America	IL	Food ingredient	2004	Food and Food Ingredients
ND_PM1278	PubMLST	3805	GCA_003515885.1	Cronobacter sakazakii	MOD1-E788B	CFSAN043069; SRS3436348	Ireland	Europe	NA	Clinical	Unknown	Clinical and Medical Samples
ND_PM1279	PubMLST	3806	GCA_022607925.1	Cronobacter sakazakii	wls2148	G2356	USA	North America	NA	Unknown	Unknown	Unknown and Unclassified Sources
ND_PM1280	PubMLST	3807	GCA_028577495.1	Cronobacter sakazakii	TJCR0001	NA	China	Asia	Tianjing	Powdered infant formula	2008	Food and Food Ingredients
ND_PM1281	PubMLST	3820	GCA_027667165.1	Cronobacter sakazakii	AM65-5MHA	NA	China	Asia	Shenzhen	Clinical	2014	Clinical and Medical Samples
ND_PM1282	PubMLST	3823	NA	Cronobacter sakazakii	5445	510177-19	Czech Republic	Europe	NA	Food	2015	Food and Food Ingredients
ND_PM1283	PubMLST	3824	NA	Cronobacter sakazakii	7553	510178-19	Czech Republic	Europe	NA	Food	2015	Food and Food Ingredients
ND_PM1284	PubMLST	3825	NA	Cronobacter sakazakii	10179	510179-19	Czech Republic	Europe	NA	Environment	2015	Environmental Samples
ND_PM1285	PubMLST	3826	NA	Cronobacter sakazakii	8718	510181-19	Czech Republic	Europe	NA	Food	2015	Food and Food Ingredients
ND_PM1286	PubMLST	3827	NA	Cronobacter sakazakii	8888	510182-19	Czech Republic	Europe	NA	Food	2015	Food and Food Ingredients
ND_PM1287	PubMLST	3828	NA	Cronobacter sakazakii	14614	510183-19	Czech Republic	Europe	NA	Environment	2015	Environmental Samples
ND_PM1288	PubMLST	3829	NA	Cronobacter sakazakii	16010	510184-19	Czech Republic	Europe	NA	Environment	2015	Environmental Samples
ND_PM1289	PubMLST	3830	NA	Cronobacter sakazakii	10203	510185-19	Czech Republic	Europe	NA	Food	2015	Food and Food Ingredients
ND_PM1290	PubMLST	3831	NA	Cronobacter sakazakii	9938	510187-19	Czech Republic	Europe	NA	Food	2015	Food and Food Ingredients
ND_PM1291	PubMLST	3832	NA	Cronobacter sakazakii	13390	510188-19	Czech Republic	Europe	NA	Environment	2015	Environmental Samples
ND_PM1292	PubMLST	3833	NA	Cronobacter sakazakii	13340	510189-19	Czech Republic	Europe	NA	Environment	2015	Environmental Samples
ND_PM1293	PubMLST	3834	NA	Cronobacter sakazakii	13731	510190-19	Czech Republic	Europe	NA	Environment	2015	Environmental Samples
ND_PM1294	PubMLST	3835	GCA_028106955.1	Cronobacter turicensis	510625-20	AT20-Ww11; SRS9614448	Austria	Europe	NA	Clinical	2019	Clinical and Medical Samples
ND_PM1295	PubMLST	3836	GCA_028110265.1	Cronobacter turicensis	510399-20	AT20-Ww4; SRS9614447	Austria	Europe	NA	Clinical	2019	Clinical and Medical Samples
ND_PM1296	PubMLST	3837	GCA_028154105.1	Cronobacter sakazakii	CFSAN129026	SRS16572248	USA	North America	MI	Environmental	2022	Environmental Samples
